cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
03694-000;-23.5398461;-46.47656629999999;04140-000;-23.6074927;-46.6336828
02671-000;-23.4677562;-46.6647377;03575-000;-23.5546675;-46.509836
04917-000;-23.6891723;-46.74905829999999;08451-000;-23.5392225;-46.3996714
03162-000;-23.5497004;-46.5960461;03449-000;-23.5562899;-46.525423
02186-000;-23.5139547;-46.5687675;04110-000;-23.5836331;-46.6341044
05303-000;-23.5286727;-46.7297698;05335-000;-23.5512567;-46.7487855
08490-000;-23.590874600000006;-46.408076;04295-000;-23.6207086;-46.6056936
01308-000;-23.5564347;-46.6530153;04124-000;-23.5986006;-46.6221864
05171-000;-23.4778535;-46.7479531;03080-000;-23.5311343;-46.578842
08485-000;-23.596900100000006;-46.40456349999999;02443-000;-23.4736695;-46.6460136
02081-000;-23.495934;-46.6080192;04142-000;-23.610857;-46.63762360000001
08240-000;-23.526461;-46.4455459;02566-000;-23.4835711;-46.6677463
03306-000;-23.5453468;-46.57555439999999;04142-000;-23.610857;-46.63762360000001
04941-000;-23.6974206;-46.7790973;04045-000;-23.6093363;-46.63780260000001
05727-000;-23.6195342;-46.73485609999999;04634-000;-23.636908;-46.6687234
01426-000;-23.5647685;-46.66693490000001;04718-000;-23.6344127;-46.70099769999999
08295-000;-23.5472912;-46.45012020000001;01548-000;-23.5788647;-46.6130809
03125-000;-23.5704815;-46.5876009;02239-000;-23.4877349;-46.6090762
08220-000;-23.5367422;-46.46762400000001;03386-000;-23.5808192;-46.5276954
04558-000;-23.6073994;-46.6801617;03023-000;-23.5309138;-46.6114109
03312-000;-23.5437272;-46.5614093;02611-000;-23.4714594;-46.6665266
08090-000;-23.4822801;-46.4313554;08042-000;-23.508967;-46.4389261
02341-000;-23.474091100000006;-46.6136127;05588-000;-23.605103600000003;-46.79575360000001
03050-000;-23.544412;-46.61290620000001;04153-000;-23.6262893;-46.62476029999999
03453-000;-23.5681411;-46.509688;08210-000;-23.5435089;-46.45333970000001
03281-000;-23.5819618;-46.5522873;05374-000;-23.5801122;-46.76086420000001
08062-000;-23.5085486;-46.4734814;05170-000;-23.4822935;-46.7469459
04280-000;-23.6042315;-46.6055467;04536-000;-23.5814334;-46.6812093
02337-000;-23.4795467;-46.6164244;03548-000;-23.5393264;-46.5107974
08280-000;-23.5571559;-46.4665158;04250-000;-23.6188048;-46.59883010000001
03625-000;-23.5143235;-46.5114946;01532-000;-23.5699585;-46.63577739999999
03874-000;-23.5118682;-46.49559470000001;02072-000;-23.4999826;-46.6110152
02071-000;-23.5036939;-46.60940460000001;05089-000;-23.5213866;-46.7242796
04365-000;-23.6649647;-46.6602746;04402-000;-23.665824;-46.664496
03937-000;-23.5859836;-46.50101189999999;05366-000;-23.5774778;-46.75540609999999
03263-000;-23.5875131;-46.54695770000001;02737-000;-23.4889928;-46.6892778
04846-000;-23.7570314;-46.67657;01226-000;-23.5398384;-46.6531041
08220-000;-23.5367422;-46.46762400000001;01140-000;-23.5219549;-46.6667347
04090-000;-23.6047974;-46.657255600000006;05010-000;-23.5381495;-46.6752459
03402-000;-23.542047600000004;-46.5489521;05541-000;-23.5884137;-46.74307659999999
05180-000;-23.4580145;-46.7471359;03371-000;-23.571301;-46.548474
04611-000;-23.6275967;-46.67422759999999;04740-000;-23.6492122;-46.694009
01022-000;-23.5448448;-46.6334325;01409-000;-23.563612600000006;-46.6599105
01330-000;-23.5589457;-46.6496514;04140-000;-23.6074927;-46.6336828
04401-000;-23.6624547;-46.6643689;08380-000;-23.597497;-46.4353821
03347-000;-23.5610177;-46.5687489;04747-000;-23.6585775;-46.7031625
04781-000;-23.687963600000003;-46.7025329;04815-000;-23.7053263;-46.7023986
03905-000;-23.5789139;-46.5144605;04104-000;-23.5765902;-46.6406904
03929-000;-23.6051793;-46.4878665;04101-000;-23.5741677;-46.6404123
01022-000;-23.5448448;-46.6334325;03271-000;-23.600078600000003;-46.5180671
02402-000;-23.4981575;-46.62575589999999;03264-000;-23.5902469;-46.5445495
02472-000;-23.4799674;-46.6553403;03119-000;-23.5627417;-46.59630689999999
04272-000;-23.5955019;-46.61796870000001;02017-000;-23.5000629;-46.6302681
08030-000;-23.5055773;-46.42248710000001;03414-000;-23.5606737;-46.55125899999999
08280-000;-23.5571559;-46.4665158;05371-000;-23.5857022;-46.7569361
04537-000;-23.5879183;-46.6789831;03147-000;-23.5966519;-46.5698414
04904-000;-23.6702544;-46.7355044;05303-000;-23.5286727;-46.7297698
04438-000;-23.6759633;-46.6703307;04072-000;-23.6273286;-46.65198400000001
03181-000;-23.561388600000004;-46.5876735;05050-000;-23.5247933;-46.7030369
02353-000;-23.4503848;-46.6047894;03672-000;-23.514634;-46.5020384
03254-000;-23.611393600000003;-46.52896610000001;04207-000;-23.5903319;-46.60266770000001
03361-000;-23.5709567;-46.5309696;05630-000;-23.6078914;-46.736861
03905-000;-23.5789139;-46.5144605;02072-000;-23.4999826;-46.6110152
05116-000;-23.5122465;-46.7472719;05427-000;-23.5648444;-46.6955237
03905-000;-23.5789139;-46.5144605;02417-000;-23.4981763;-46.6261221
04816-000;-23.7052401;-46.68550140000001;05347-000;-23.569893;-46.76019429999999
08030-000;-23.5055773;-46.42248710000001;05350-000;-23.569893;-46.76019429999999
04846-000;-23.7570314;-46.67657;02436-000;-23.4781648;-46.6340228
02671-000;-23.4677562;-46.6647377;03819-000;-23.5021302;-46.500411
04145-000;-23.6164129;-46.63158199999999;02335-000;-23.4816915;-46.6177433
04337-000;-23.6617927;-46.6441879;03380-000;-23.575588600000003;-46.5312685
02534-000;-23.4974739;-46.65332979999999;05527-000;-23.598562;-46.7546177
08051-000;-23.5154607;-46.46421309999999;04514-000;-23.6005164;-46.6723266
02309-000;-23.4741456;-46.6060999;05033-000;-23.522723100000004;-46.690466
04846-000;-23.7570314;-46.67657;05502-000;-23.5634246;-46.7061113
02652-000;-23.4589495;-46.6536047;05054-000;-23.5371847;-46.7039458
02041-000;-23.4921174;-46.61804179999999;03088-000;-23.5277432;-46.5611867
08042-000;-23.508967;-46.4389261;02433-000;-23.4981763;-46.6261221
04918-000;-23.689047100000003;-46.7418047;08011-000;-23.4977936;-46.4411451
02558-000;-23.4962336;-46.6732774;04608-000;-23.6268136;-46.67787740000001
03270-000;-23.6004604;-46.5204523;05402-000;-23.5618603;-46.67453880000001
08280-000;-23.5571559;-46.4665158;03420-000;-23.5478565;-46.5444564
03907-000;-23.5866153;-46.5077454;03080-000;-23.5311343;-46.578842
03405-000;-23.53969;-46.55275289999999;04075-000;-23.6021023;-46.6591863
02618-000;-23.4672864;-46.65075760000001;04104-000;-23.5765902;-46.6406904
02220-000;-23.4923468;-46.581895;03188-000;-23.5622355;-46.5773106
04904-000;-23.6702544;-46.7355044;08410-000;-23.546689800000006;-46.4176829
03314-000;-23.5387326;-46.56683029999999;03281-000;-23.5819618;-46.5522873
04846-000;-23.7570314;-46.67657;03275-000;-23.5901306;-46.5522611
03623-000;-23.518981;-46.5170641;08250-000;-23.5492773;-46.4360551
04106-000;-23.5805454;-46.6339889;01151-000;-23.5307826;-46.6569873
03050-000;-23.544412;-46.61290620000001;04082-000;-23.6101113;-46.6637799
02537-000;-23.4904855;-46.6533609;01414-000;-23.5551994;-46.65875339999999
04308-000;-23.635409;-46.6413472;05797-000;-23.6553357;-46.7728464
02311-000;-23.4676318;-46.6051677;04635-000;-23.6392145;-46.6697131
05055-000;-23.5336702;-46.7027253;04514-000;-23.6005164;-46.6723266
04195-000;-23.6569719;-46.61322879999999;02955-000;-23.4699774;-46.7201172
02201-000;-23.4855348;-46.5922002;05037-000;-23.5148269;-46.686229
04816-000;-23.7052401;-46.68550140000001;04660-000;-23.6612873;-46.6794586
05542-000;-23.5867992;-46.7503093;04635-000;-23.6392145;-46.6697131
02460-000;-23.491554500000003;-46.6364297;04012-000;-23.5821128;-46.6456512
03215-000;-23.6082789;-46.5576499;03280-000;-23.5847646;-46.53667009999999
05864-000;-23.6585057;-46.7600597;04534-000;-23.583625;-46.671177
03257-000;-23.611393600000003;-46.52896610000001;04302-000;-23.6206695;-46.6380898
08050-000;-23.5041393;-46.4467791;04849-000;-23.7420355;-46.6726679
01426-000;-23.5647685;-46.66693490000001;05072-000;-23.5230163;-46.7043521
03424-000;-23.5506361;-46.54085900000001;01202-000;-23.5352793;-46.6469731
04313-000;-23.6395034;-46.6404461;01139-000;-23.5178131;-46.6741555
01543-000;-23.5752538;-46.6230673;03383-000;-23.5824255;-46.53361719999999
03401-000;-23.5392609;-46.5576361;05684-000;-23.608157;-46.70706269999999
03603-000;-23.5233956;-46.5503256;08280-000;-23.5571559;-46.4665158
05145-000;-23.5038602;-46.7186146;05043-000;-23.5254638;-46.6908605
04675-000;-23.6639287;-46.6916631;05047-000;-23.5260184;-46.69521870000001
03937-000;-23.5859836;-46.50101189999999;03171-000;-23.5497004;-46.5960461
03603-000;-23.5233956;-46.5503256;03127-000;-23.5789133;-46.586879
04835-000;-23.7361067;-46.7055527;01257-000;-23.5432094;-46.6869798
03733-000;-23.5116736;-46.52692649999999;03373-000;-23.5748617;-46.5517619
05337-000;-23.5506872;-46.7514651;03673-000;-23.5150589;-46.50570829999999
03402-000;-23.542047600000004;-46.5489521;03309-000;-23.5482052;-46.568389
02017-000;-23.5000629;-46.6302681;04546-000;-23.6004747;-46.6754009
03940-000;-23.5915802;-46.4999995;04708-000;-23.631129100000006;-46.6923712
08430-000;-23.5309546;-46.4236882;03131-000;-23.5666143;-46.5877553
03694-000;-23.5398461;-46.47656629999999;03509-000;-23.5340572;-46.5301028
08295-000;-23.5472912;-46.45012020000001;01504-000;-23.5659631;-46.6396066
02335-000;-23.4816915;-46.6177433;02555-000;-23.4913524;-46.667463
03821-000;-23.4890401;-46.5030656;02060-000;-23.519554;-46.60218709999999
03623-000;-23.518981;-46.5170641;04223-000;-23.5970238;-46.5919777
03050-000;-23.544412;-46.61290620000001;01535-000;-23.5730451;-46.625605500000006
04805-000;-23.7153858;-46.7025329;05541-000;-23.5884137;-46.74307659999999
04883-000;-23.8098035;-46.7357609;04571-000;-23.6069438;-46.6954541
04785-000;-23.6923812;-46.7136195;03934-000;-23.590534100000006;-46.5016675
02422-000;-23.4714684;-46.6371756;05092-000;-23.5152829;-46.71521729999999
04691-000;-23.6668358;-46.6931531;08191-000;-23.4834662;-46.3828667
01022-000;-23.5448448;-46.6334325;01535-000;-23.5730451;-46.625605500000006
02540-000;-23.4902625;-46.6571472;04363-000;-23.6482796;-46.669374
04128-000;-23.6028727;-46.63165120000001;01408-000;-23.5661707;-46.6601168
08290-000;-23.5487008;-46.4474039;04627-000;-23.6465691;-46.6759664
03402-000;-23.542047600000004;-46.5489521;05547-000;-23.5926815;-46.770151
04537-000;-23.5879183;-46.6789831;02436-000;-23.4781648;-46.6340228
08220-000;-23.5367422;-46.46762400000001;02373-000;-23.453771;-46.618052
03929-000;-23.6051793;-46.4878665;03005-000;-23.5430736;-46.62502079999999
03535-000;-23.5406685;-46.51314650000001;04618-000;-23.6268136;-46.67787740000001
03374-000;-23.5759172;-46.5512001;03320-000;-23.5462729;-46.5641488
03135-000;-23.5665706;-46.5879757;03271-000;-23.600078600000003;-46.5180671
03454-000;-23.5667201;-46.5103388;04244-000;-23.6230965;-46.59133720000001
02883-000;-23.4447594;-46.7141005;04012-000;-23.5821128;-46.6456512
04842-000;-23.7316157;-46.688221;03243-000;-23.597682100000004;-46.5418203
04646-000;-23.6433516;-46.67480670000001;04208-000;-23.5902898;-46.60144469999999
03905-000;-23.5789139;-46.5144605;05414-000;-23.5625918;-46.6814502
03240-000;-23.5998336;-46.5481619;02537-000;-23.4904855;-46.6533609
02737-000;-23.4889928;-46.6892778;03040-000;-23.551773800000007;-46.6223493
08240-000;-23.526461;-46.4455459;05623-000;-23.5990794;-46.7261262
04235-000;-23.6230965;-46.59133720000001;03905-000;-23.5789139;-46.5144605
03058-000;-23.5379064;-46.58828200000001;04764-000;-23.6699431;-46.7146725
03066-000;-23.5377129;-46.5748489;04015-000;-23.5840561;-46.63704310000001
03273-000;-23.5818823;-46.5522869;04635-000;-23.6392145;-46.6697131
02136-000;-23.498731600000006;-46.5826396;03337-000;-23.5560489;-46.5626138
03275-000;-23.5901306;-46.5522611;05408-000;-23.556033600000006;-46.6792575
05795-000;-23.637305800000004;-46.77945130000001;02072-000;-23.4999826;-46.6110152
03971-000;-23.615425100000003;-46.4800279;05736-000;-23.6424848;-46.74137279999999
03984-000;-23.606902;-46.5094925;01141-000;-23.5693989;-46.6466205
02474-000;-23.477487300000004;-46.6544047;02735-000;-23.4934548;-46.6916631
02671-000;-23.4677562;-46.6647377;08441-000;-23.5274073;-46.4032732
01512-000;-23.5539527;-46.6311295;02231-000;-23.4757992;-46.56520159999999
08370-000;-23.5882108;-46.4344996;04632-000;-23.6306888;-46.6679277
03333-000;-23.5552839;-46.5736133;04015-000;-23.5840561;-46.63704310000001
08041-000;-23.5181818;-46.4436578;05311-000;-23.5315983;-46.7418047
04046-000;-23.6094836;-46.6380689;03022-000;-23.5282513;-46.6043649
04686-000;-23.674029;-46.68620070000001;05527-000;-23.598562;-46.7546177
04195-000;-23.6569719;-46.61322879999999;04165-000;-23.6239114;-46.6072005
05095-000;-23.5125097;-46.7186019;01311-000;-23.5699548;-46.6462049
08340-000;-23.5986079;-46.4644024;02460-000;-23.491554500000003;-46.6364297
04330-000;-23.653177600000006;-46.645191;04005-000;-23.5740181;-46.64440399999999
03938-000;-23.591944100000006;-46.5042753;05866-000;-23.6812929;-46.7697651
09070-000;-23.65661;-46.553952;04815-000;-23.7053263;-46.7023986
04846-000;-23.7570314;-46.67657;08122-000;-23.4963909;-46.38253710000001
05271-000;-23.4294505;-46.79261500000001;04560-000;-23.614009600000006;-46.68356710000001
03110-000;-23.5628863;-46.607313;01259-000;-23.5413415;-46.6870441
04846-000;-23.7570314;-46.67657;04696-000;-23.6748771;-46.6970638
03121-000;-23.5621022;-46.5978592;01534-000;-23.5690497;-46.62695120000001
03907-000;-23.5866153;-46.5077454;02543-000;-23.4850455;-46.6620849
03425-000;-23.5510699;-46.53856649999999;05752-000;-23.6181831;-46.7530499
08280-000;-23.5571559;-46.4665158;01530-000;-23.5694946;-46.6308205
04173-000;-23.6402034;-46.61041210000001;03282-000;-23.5818823;-46.5522869
03541-000;-23.5355146;-46.5185714;03051-000;-23.5461551;-46.6083233
02420-000;-23.4748697;-46.6359062;05797-000;-23.6553357;-46.7728464
04235-000;-23.6230965;-46.59133720000001;08290-000;-23.5487008;-46.4474039
03559-000;-23.5462937;-46.5013573;02526-000;-23.5025858;-46.64624980000001
04904-000;-23.6702544;-46.7355044;03964-000;-23.6058686;-46.4786795
03674-000;-23.5173699;-46.4978773;04348-000;-23.6460579;-46.6521581
04904-000;-23.6702544;-46.7355044;05006-000;-23.5349465;-46.6689373
03195-000;-23.5665706;-46.5879757;08180-000;-23.4882889;-46.4152101
04725-000;-23.643779;-46.7052182;04635-000;-23.6392145;-46.6697131
08070-000;-23.4959432;-46.45973529999999;01232-000;-23.536534;-46.65592279999999
04180-000;-23.6373767;-46.5949831;03179-000;-23.544665;-46.58603129999999
03322-000;-23.5492244;-46.56804279999999;05416-000;-23.5613642;-46.6876063
05171-000;-23.4778535;-46.7479531;03270-000;-23.6004604;-46.5204523
02998-000;-23.4329077;-46.7357609;04376-000;-23.6577503;-46.6566541
04843-000;-23.7361069;-46.6954144;03373-000;-23.5748617;-46.5517619
02352-000;-23.4542483;-46.5967496;04756-000;-23.6463165;-46.7072802
02266-000;-23.4775089;-46.5984274;05415-000;-23.5650402;-46.6809885
05271-000;-23.4294505;-46.79261500000001;03134-000;-23.584879;-46.5843266
01309-000;-23.5569581;-46.65896770000001;04015-000;-23.5840561;-46.63704310000001
02460-000;-23.491554500000003;-46.6364297;04252-000;-23.6134504;-46.5993648
03587-000;-23.5553728;-46.487594;05787-000;-23.6291189;-46.7689261
02853-000;-23.4579272;-46.6949907;05174-000;-23.4781495;-46.7403793
04689-000;-23.6693518;-46.6924156;02936-000;-23.4877423;-46.717642100000006
08021-000;-23.4977936;-46.4411451;04777-000;-23.6922175;-46.6958899
08021-000;-23.4977936;-46.4411451;01519-000;-23.5614385;-46.6264134
02017-000;-23.5000629;-46.6302681;04533-000;-23.5826376;-46.6740697
03361-000;-23.5709567;-46.5309696;01414-000;-23.5551994;-46.65875339999999
05577-000;-23.5776147;-46.7243724;04190-000;-23.650852800000006;-46.6041867
04558-000;-23.6073994;-46.6801617;01407-000;-23.5668141;-46.6583835
04273-000;-23.5962215;-46.6170688;02936-000;-23.4877423;-46.717642100000006
02854-000;-23.4584724;-46.6974573;02244-000;-23.4907483;-46.6065098
04296-000;-23.6183739;-46.6055364;05016-000;-23.5369068;-46.67706939999999
05586-000;-23.5733005;-46.7273775;05621-000;-23.5968756;-46.7218629
02136-000;-23.498731600000006;-46.5826396;02209-000;-23.4823392;-46.5896644
04407-000;-23.6683132;-46.6527148;05544-000;-23.5901419;-46.7658454
08320-000;-23.6244728;-46.4758366;02996-000;-23.4447555;-46.7378705
02041-000;-23.4921174;-46.61804179999999;01408-000;-23.5661707;-46.6601168
05045-000;-23.5264684;-46.69671560000001;01403-000;-23.5694873;-46.6541838
05116-000;-23.5122465;-46.7472719;03180-000;-23.561388600000004;-46.5876735
04045-000;-23.6093363;-46.63780260000001;05411-000;-23.5560427;-46.67958820000001
04816-000;-23.7052401;-46.68550140000001;04606-000;-23.6223312;-46.676758
04776-000;-23.6800642;-46.70624129999999;01134-000;-23.5224189;-46.6510711
04703-000;-23.6231763;-46.6888239;01239-000;-23.5472361;-46.6537963
01532-000;-23.5699585;-46.63577739999999;02374-000;-23.4543488;-46.6235757
04753-000;-23.651162;-46.7090565;04377-000;-23.6543333;-46.65600449999999
08280-000;-23.5571559;-46.4665158;04764-000;-23.6699431;-46.7146725
08110-000;-23.4972827;-46.4020726;05010-000;-23.5381495;-46.6752459
01022-000;-23.5448448;-46.6334325;04343-000;-23.6344406;-46.6462463
04548-000;-23.602414000000003;-46.6761701;05058-000;-23.5320338;-46.709708
03281-000;-23.5819618;-46.5522873;01424-000;-23.5711412;-46.6580589
02512-000;-23.5130391;-46.6597146;03220-000;-23.5901306;-46.5522611
04296-000;-23.6183739;-46.6055364;01013-000;-23.547146100000006;-46.6340321
04691-000;-23.6668358;-46.6931531;01546-000;-23.5796392;-46.6221689
03568-000;-23.5430935;-46.4807749;03733-000;-23.5116736;-46.52692649999999
02232-000;-23.479439000000006;-46.5647269;02435-000;-23.4807722;-46.6384544
08062-000;-23.5085486;-46.4734814;03717-000;-23.501994;-46.5327722
04821-000;-23.7261738;-46.6838141;05045-000;-23.5264684;-46.69671560000001
02939-000;-23.473405;-46.7321349;08371-000;-23.5992065;-46.4531857
04385-000;-23.664466600000004;-46.6529167;01222-000;-23.5430134;-46.64113099999999
02730-000;-23.4994489;-46.6918675;04728-000;-23.6369116;-46.71521729999999
05632-000;-23.6019539;-46.73376029999999;04126-000;-23.5983382;-46.6330378
05581-000;-23.5661992;-46.71763379999999;01310-000;-23.5693989;-46.6466205
04821-000;-23.7261738;-46.6838141;04543-000;-23.5901692;-46.68049370000001
03556-000;-23.540259;-46.5017115;03647-000;-23.526272100000003;-46.52832120000001
04016-000;-23.5857094;-46.63831679999999;05877-000;-23.6866629;-46.795269
04195-000;-23.6569719;-46.61322879999999;03020-000;-23.5340222;-46.60265310000001
02611-000;-23.4714594;-46.6665266;02866-000;-23.4643152;-46.68411560000001
02434-000;-23.4838974;-46.639762;05458-000;-23.5503027;-46.70776770000001
03312-000;-23.5437272;-46.5614093;02378-000;-23.4570338;-46.6294129
03139-000;-23.586177;-46.5896669;01235-000;-23.5376505;-46.66484089999999
08245-000;-23.5225461;-46.4405069;04345-000;-23.646415;-46.6445877
